用户ID,性别,年龄,是否有驾照,所在地区,是否此前购买过车险,车龄,车辆是否发生过事故,年保费,购买渠道,距离上次沟通时间间隔
388022,0,39,1,28,0,1,1,42270,26,299
388023,0,28,1,28,1,0,0,22891,152,194
388024,0,21,1,11,1,0,0,29724,152,263
388025,0,23,1,8,1,0,0,41336,26,125
388026,1,23,1,28,0,0,1,30289,152,215
388027,1,33,1,48,0,1,1,2630,154,189
388028,1,72,1,48,0,2,1,2630,124,297
388029,1,23,1,8,0,0,1,51159,152,284
388030,0,27,1,27,0,0,1,2630,152,153
388031,0,25,1,13,1,0,0,27965,152,48
388032,0,73,1,28,1,1,0,51480,24,253
388033,0,58,1,28,1,1,0,42326,124,225
388034,0,31,1,30,1,0,0,29872,152,152
388035,0,23,1,8,0,0,1,34100,152,131
388036,1,33,1,48,1,1,0,2630,26,193
388037,1,25,1,50,0,0,0,41492,151,30
388038,0,23,1,8,0,0,1,2630,152,215
388039,0,41,1,28,0,1,1,44392,61,242
388040,0,35,1,45,1,1,0,30923,160,170
388041,0,24,1,8,1,0,0,30906,152,172
388042,1,29,1,50,1,1,0,2630,8,274
388043,0,22,1,35,1,0,0,41674,152,106
388044,1,51,1,28,0,1,1,26712,124,108
388045,0,39,1,28,0,1,1,47321,122,90
388046,1,40,1,28,0,1,1,2630,157,86
388047,1,60,1,8,0,1,1,21568,157,143
388048,0,60,1,28,0,1,1,41367,124,107
388049,0,74,1,28,0,2,1,36514,122,121
388050,1,66,1,28,0,1,1,41407,26,255
388051,1,41,1,46,0,1,0,20343,26,29
388052,0,56,1,28,1,1,0,61705,124,82
388053,1,66,1,28,0,1,1,29741,26,224
388054,0,28,1,28,1,0,0,29900,152,279
388055,1,22,1,34,1,0,0,2630,152,257
388056,1,22,1,30,1,0,0,32075,163,131
388057,1,24,1,28,1,0,0,40781,152,188
388058,1,70,1,28,0,1,1,33262,122,241
388059,1,31,1,43,1,1,1,25481,26,87
388060,1,30,1,35,0,0,1,2630,26,267
388061,0,61,1,41,0,1,1,57195,26,206
388062,1,29,1,45,1,0,0,32567,26,78
388063,0,47,1,1,0,2,1,2630,124,76
388064,0,42,1,8,0,1,1,37457,124,103
388065,1,23,1,41,1,0,0,41046,152,236
388066,0,51,1,28,0,1,1,27070,26,259
388067,0,46,1,8,0,1,1,42146,26,280
388068,1,22,1,24,0,0,1,31313,152,159
388069,1,31,1,4,0,0,1,23941,160,219
388070,0,42,1,28,1,1,0,32598,124,102
388071,0,28,1,47,1,0,0,24439,152,184
388072,0,23,1,48,1,0,0,2630,160,80
388073,0,57,1,39,1,1,0,34312,26,217
388074,0,41,1,28,1,1,0,30063,124,273
388075,1,43,1,28,0,1,1,69891,44,202
388076,0,30,1,46,0,0,1,42026,154,145
388077,0,22,1,15,0,0,1,52219,152,289
388078,0,23,1,8,1,0,0,192052,152,209
388079,0,62,1,8,1,1,0,49554,26,282
388080,0,25,1,16,0,0,1,33200,152,84
388081,0,23,1,28,1,0,0,38117,152,229
388082,1,76,1,41,1,1,0,39541,26,211
388083,1,54,1,8,1,1,0,44582,26,137
388084,0,38,1,14,1,1,0,2630,156,114
388085,0,24,1,47,1,0,0,39558,152,19
388086,0,25,1,28,1,0,0,46500,152,13
388087,0,69,1,28,0,1,1,36178,26,267
388088,1,69,1,46,0,1,0,33271,124,108
388089,1,48,1,8,0,1,1,2630,124,148
388090,1,25,1,46,1,0,0,24841,152,93
388091,0,29,1,39,1,0,0,31081,152,194
388092,1,23,1,39,0,0,0,45150,151,184
388093,1,22,1,11,1,0,0,40189,152,183
388094,0,23,1,3,1,0,0,21713,152,66
388095,0,51,1,28,0,1,1,39391,124,102
388096,0,38,1,28,1,1,0,32035,124,144
388097,0,22,1,46,1,0,0,35915,152,85
388098,1,26,1,14,1,0,0,54004,152,104
388099,1,25,1,28,1,0,0,33114,152,88
388100,0,55,1,1,1,1,0,2630,124,228
388101,0,69,1,28,0,1,1,53646,26,56
388102,1,51,1,28,0,1,1,42847,26,12
388103,1,23,1,8,1,0,0,54260,152,39
388104,1,37,1,28,0,1,1,42510,26,185
388105,0,75,1,31,0,1,1,2630,26,213
388106,1,65,1,50,0,1,1,23646,18,74
388107,1,22,1,30,0,0,1,30617,152,155
388108,0,50,1,7,0,1,1,2630,124,135
388109,0,27,1,3,0,0,1,20403,152,224
388110,1,42,1,11,0,1,1,22359,26,41
388111,1,25,1,8,1,0,0,38098,152,220
388112,0,54,1,28,0,1,1,36840,124,228
388113,1,46,1,46,0,1,1,22127,124,267
388114,0,25,1,45,1,0,0,32332,152,92
388115,0,39,1,29,1,1,0,2630,152,181
388116,0,52,1,46,0,1,1,30130,11,169
388117,0,50,1,28,0,1,1,38197,157,231
388118,1,43,1,28,1,1,0,26933,26,234
388119,1,32,1,28,0,1,1,35404,124,125
388120,0,54,1,36,1,1,0,2630,26,47
388121,1,51,1,3,1,1,0,2630,26,54
388122,0,54,1,31,1,1,0,2630,26,250
388123,1,21,1,3,0,0,1,24844,156,263
388124,1,21,1,42,1,0,0,29457,160,209
388125,1,33,1,35,1,0,1,2630,160,33
388126,0,66,1,7,1,1,0,43151,124,235
388127,1,33,1,29,1,0,0,2630,152,223
388128,1,27,1,46,1,0,0,42694,151,20
388129,0,24,1,18,0,0,1,29806,152,215
388130,0,41,1,28,1,1,0,31587,124,176
388131,1,41,1,36,0,2,1,2630,124,103
388132,1,21,1,35,0,0,1,40687,160,200
388133,1,22,1,21,1,0,0,41701,152,95
388134,1,24,1,21,1,0,0,28058,152,110
388135,1,51,1,28,0,1,1,87709,26,89
388136,0,22,1,28,0,0,1,63959,124,296
388137,0,51,1,18,0,1,1,28550,124,270
388138,1,74,1,28,0,1,1,48805,13,297
388139,0,49,1,7,0,1,1,33455,124,122
388140,1,23,1,8,1,0,0,53324,152,233
388141,1,43,1,28,0,1,1,39645,37,117
388142,0,22,1,41,1,0,0,25688,163,131
388143,0,65,1,28,1,1,0,63136,122,181
388144,1,49,1,28,1,1,1,45661,26,70
388145,1,71,1,28,1,1,1,2630,13,157
388146,1,22,1,8,1,0,0,40220,152,21
388147,0,75,1,8,0,1,1,59505,26,56
388148,0,24,1,41,1,0,0,27895,152,65
388149,0,26,1,33,1,0,0,32190,152,248
388150,1,23,1,10,1,0,0,19111,152,190
388151,1,28,1,41,1,0,0,25642,152,192
388152,1,26,1,41,1,0,0,34498,152,206
388153,0,40,1,8,0,1,1,44142,124,262
388154,1,57,1,36,1,1,0,31005,26,299
388155,1,29,1,28,0,1,1,51263,157,136
388156,1,24,1,41,1,0,0,44835,152,229
388157,0,22,1,46,0,0,0,25441,154,117
388158,1,69,1,28,0,1,1,32360,26,156
388159,0,75,1,28,0,2,1,46577,124,206
388160,1,62,1,28,1,1,0,41356,26,162
388161,0,41,1,28,0,1,1,39838,124,224
388162,1,49,1,47,0,1,1,35202,124,133
388163,0,41,1,40,1,1,0,2630,124,154
388164,0,47,1,28,0,1,0,37099,52,173
388165,1,31,1,46,1,1,0,26012,26,107
388166,0,52,1,18,0,1,1,35780,124,252
388167,0,43,1,23,1,1,0,22803,26,92
388168,0,27,1,30,0,0,1,33420,152,240
388169,1,56,1,0,0,1,1,2630,55,161
388170,0,49,1,28,1,1,0,39551,26,274
388171,0,42,1,8,0,1,1,30806,122,102
388172,1,25,1,11,1,0,0,35144,152,129
388173,0,37,1,28,1,1,0,30224,124,128
388174,1,26,1,33,1,0,0,44049,152,212
388175,0,23,1,36,0,0,1,2630,156,203
388176,1,23,1,10,1,0,0,30382,152,275
388177,0,66,1,41,1,1,0,43679,152,174
388178,0,40,1,32,0,1,1,2630,156,159
388179,0,23,1,22,1,0,0,2630,160,146
388180,1,67,1,41,0,1,1,2630,156,201
388181,1,60,1,9,1,1,0,36619,150,42
388182,0,23,1,3,0,0,1,2630,156,144
388183,0,29,1,47,1,0,0,2630,156,67
388184,1,21,1,8,1,0,0,45605,152,259
388185,0,38,1,50,0,1,1,26860,152,229
388186,1,58,1,28,0,1,1,39586,26,141
388187,0,24,1,8,1,0,0,27398,152,73
388188,0,21,1,28,0,1,0,2630,26,50
388189,0,32,1,30,0,1,1,29092,26,252
388190,0,42,1,15,0,1,1,35198,124,250
388191,1,22,1,41,1,0,0,27211,153,82
388192,1,52,1,8,0,1,1,2630,26,92
388193,0,78,1,15,0,1,1,31620,124,54
388194,0,57,1,28,0,1,1,28717,26,274
388195,0,22,1,46,1,0,0,19485,152,204
388196,1,30,1,28,0,1,1,2630,124,52
388197,1,23,1,6,1,0,0,20346,152,135
388198,0,46,1,2,0,1,1,42212,124,145
388199,1,66,1,28,1,1,0,34469,152,25
388200,0,40,1,16,1,1,0,31237,152,160
388201,1,45,1,28,1,1,0,34272,124,262
388202,1,38,1,28,1,1,0,37208,124,211
388203,1,40,1,28,1,1,0,54089,122,150
388204,1,23,1,14,1,0,0,16264,160,179
388205,1,24,1,41,1,0,0,42685,152,114
388206,0,25,1,28,1,0,1,53531,152,175
388207,1,27,1,28,1,0,0,30734,152,284
388208,1,21,1,50,0,0,1,35731,160,295
388209,1,46,1,19,0,2,1,35313,26,173
388210,0,24,1,3,0,0,1,75754,124,36
388211,1,38,1,46,0,1,1,2630,156,289
388212,1,30,1,50,0,0,0,41889,152,184
388213,0,46,1,21,0,1,1,29354,26,198
388214,1,42,1,27,0,1,1,25197,124,12
388215,0,39,1,28,0,1,1,34828,124,13
388216,0,23,1,31,0,0,1,2630,152,137
388217,1,22,1,3,0,0,0,23333,152,160
388218,0,58,1,6,1,1,0,39606,26,74
388219,1,75,1,8,1,1,0,2630,30,82
388220,1,41,1,13,0,1,1,23785,124,280
388221,0,23,1,27,1,0,0,32646,152,72
388222,0,26,1,23,1,0,0,34488,152,289
388223,1,44,1,32,1,1,0,31092,26,292
388224,0,24,1,33,1,0,0,34532,152,172
388225,1,43,1,28,0,1,1,37724,125,114
388226,0,65,1,35,1,1,0,29194,150,46
388227,0,40,1,28,0,1,1,32828,124,97
388228,0,25,1,28,1,0,0,22372,152,169
388229,0,24,1,29,1,0,0,63790,152,275
388230,0,47,1,9,0,1,1,32783,124,29
388231,0,68,1,19,0,1,1,41859,124,118
388232,1,25,1,16,1,0,0,31057,152,88
388233,0,49,1,8,0,1,1,46089,26,222
388234,1,20,1,2,0,0,1,33674,160,129
388235,1,25,1,28,1,1,0,68083,124,215
388236,0,30,1,29,1,1,0,26153,26,272
388237,0,31,1,8,1,0,0,37738,152,201
388238,1,25,1,41,0,0,1,38201,124,50
388239,0,78,1,28,1,1,0,65719,55,81
388240,1,25,1,15,0,0,1,23949,152,116
388241,1,23,1,50,1,0,0,50570,152,70
388242,0,61,1,28,0,1,0,28056,124,28
388243,0,47,1,28,0,1,1,22833,26,22
388244,1,55,1,49,1,1,0,36890,152,39
388245,1,26,1,47,1,0,0,45677,152,202
388246,1,46,1,52,1,1,0,2630,26,243
388247,0,25,1,10,1,0,0,25374,152,282
388248,1,29,1,50,1,0,0,2630,152,155
388249,1,25,1,50,0,0,1,47943,152,169
388250,1,44,1,23,0,1,1,22797,124,267
388251,0,41,1,28,0,1,1,41603,124,237
388252,0,25,1,28,0,0,1,46207,152,197
388253,0,23,1,28,1,0,0,50540,152,253
388254,0,48,1,22,0,1,1,23276,124,250
388255,1,43,1,28,1,1,0,47530,26,297
388256,0,22,1,7,1,0,0,38609,160,199
388257,0,56,1,11,1,1,0,42935,124,163
388258,1,31,1,14,0,0,1,37999,124,136
388259,0,37,1,8,0,1,1,52522,26,273
388260,0,28,1,3,1,0,0,28551,152,46
388261,0,23,1,32,0,0,1,32445,152,298
388262,0,44,1,28,0,2,1,37734,26,108
388263,1,28,1,37,1,0,0,32505,152,268
388264,0,34,1,28,0,1,1,2630,156,185
388265,0,46,1,28,0,2,1,52336,26,16
388266,1,28,1,35,1,0,0,26840,152,44
388267,1,24,1,35,1,0,0,36191,152,154
388268,0,35,1,28,1,1,0,75724,122,160
388269,0,54,1,28,1,1,0,49719,156,58
388270,0,50,1,28,0,2,1,51171,26,299
388271,1,35,1,28,1,1,0,27527,124,112
388272,1,62,1,0,0,1,1,2630,124,273
388273,0,62,1,8,0,1,1,24122,124,232
388274,1,44,1,41,1,1,0,35257,124,16
388275,1,33,1,28,0,0,1,2630,124,42
388276,0,22,1,43,0,0,1,30673,152,101
388277,1,38,1,36,0,1,1,37068,124,159
388278,1,24,1,50,1,0,0,34691,152,170
388279,0,75,1,28,1,1,0,26157,26,82
388280,1,74,1,35,0,1,1,29952,124,13
388281,1,25,1,41,1,0,0,29810,152,96
388282,0,59,1,30,0,1,0,25115,124,101
388283,0,45,1,41,1,1,0,40993,124,52
388284,0,21,1,3,1,0,0,54030,157,128
388285,1,60,1,46,1,1,0,2630,122,176
388286,0,77,1,28,1,1,0,36418,26,127
388287,1,29,1,28,0,0,1,28079,124,54
388288,1,67,1,28,1,1,0,52187,26,99
388289,0,67,1,28,1,1,0,30809,26,157
388290,1,23,1,15,1,0,0,37409,152,95
388291,0,29,1,6,1,0,0,20142,152,167
388292,1,22,1,28,0,0,1,33705,124,121
388293,1,50,1,10,0,1,1,33026,26,26
388294,0,48,1,28,0,1,1,43948,26,24
388295,0,37,1,29,1,1,0,23551,152,101
388296,0,25,1,30,1,0,0,23999,152,35
388297,1,22,1,32,0,0,1,33880,160,227
388298,0,24,1,8,0,1,1,2630,156,208
388299,1,27,1,10,0,1,1,2630,157,216
388300,0,42,1,28,0,1,1,32543,125,102
388301,0,48,1,13,0,1,1,26885,124,17
388302,0,61,1,28,0,1,1,44106,122,238
388303,0,76,0,38,0,2,1,34222,26,60
388304,0,49,1,8,1,1,1,39204,26,281
388305,0,21,1,37,1,0,0,39257,160,293
388306,1,27,1,3,1,0,0,33206,152,124
388307,1,22,1,27,1,0,0,31797,152,69
388308,0,54,1,28,0,1,1,90800,124,128
388309,1,24,1,50,1,0,0,37182,152,153
388310,1,28,1,21,1,0,0,37339,152,264
388311,1,24,1,9,1,0,0,35961,152,165
388312,0,43,1,46,1,1,0,23628,26,83
388313,0,22,1,10,1,0,0,35609,152,249
388314,0,26,1,8,0,0,1,41240,152,295
388315,1,26,1,41,0,0,1,2630,156,80
388316,1,37,1,28,0,1,1,32476,26,15
388317,1,75,1,47,0,1,1,45077,16,145
388318,1,37,1,34,0,1,1,44548,26,120
388319,1,60,1,14,0,1,1,2630,156,210
388320,0,24,1,27,0,0,1,20213,124,197
388321,0,32,1,36,1,0,0,32489,156,227
388322,1,24,1,11,0,0,1,26505,152,88
388323,1,26,1,8,1,0,0,30636,26,240
388324,0,25,1,30,0,0,0,41342,152,188
388325,1,22,1,30,1,0,0,29203,152,85
388326,0,61,1,19,0,1,1,29198,26,130
388327,1,26,1,28,1,0,0,37164,152,215
388328,1,24,1,18,1,0,0,31020,152,75
388329,0,48,1,28,0,2,1,40288,26,58
388330,0,43,1,28,1,1,0,2630,26,276
388331,1,29,1,39,0,1,0,34572,26,208
388332,0,30,1,12,0,1,1,22472,154,289
388333,1,41,1,28,0,1,1,39741,26,122
388334,1,23,1,26,1,0,0,55572,152,33
388335,0,37,1,28,1,1,0,70243,26,167
388336,0,23,1,41,0,0,1,52917,152,39
388337,1,29,1,15,1,0,0,24382,152,171
388338,0,39,1,28,0,1,0,38952,124,271
388339,1,31,1,29,1,1,0,2630,124,19
388340,1,25,1,10,1,0,0,20330,152,110
388341,0,65,1,26,1,1,0,42871,124,282
388342,0,23,1,32,0,0,0,2630,151,18
388343,1,22,1,29,1,0,0,51248,152,96
388344,1,31,1,50,0,2,1,2630,156,272
388345,1,33,1,30,0,0,1,24045,152,28
388346,0,39,1,28,0,2,1,2630,124,286
388347,0,57,1,28,0,1,1,50851,26,48
388348,0,53,1,28,0,1,1,33691,26,129
388349,0,36,1,8,1,1,0,2630,152,23
388350,0,21,1,46,1,0,0,26997,152,137
388351,1,26,1,28,1,0,0,42814,152,56
388352,0,26,1,30,1,0,0,28462,152,270
388353,1,23,1,36,0,0,1,37590,152,38
388354,0,35,1,28,0,1,1,52461,124,235
388355,0,43,1,28,0,1,1,32073,26,132
388356,0,21,1,2,1,0,0,28169,152,54
388357,0,44,1,31,0,1,1,2630,124,181
388358,0,51,1,28,0,1,1,2630,26,88
388359,1,20,1,25,1,0,0,41509,160,155
388360,1,26,1,29,1,0,0,40719,152,104
388361,0,50,1,28,0,2,1,44075,124,15
388362,0,31,1,28,1,0,0,44678,152,181
388363,1,24,1,30,1,0,0,31417,152,67
388364,0,42,1,21,0,1,1,34171,124,73
388365,1,25,1,29,1,0,0,31050,152,150
388366,0,21,1,6,1,0,0,36068,160,89
388367,1,38,1,28,1,1,0,32529,124,278
388368,0,27,1,46,0,0,1,2630,152,285
388369,1,22,1,1,1,0,0,2630,152,238
388370,0,46,1,28,0,1,1,2630,26,88
388371,1,74,1,15,0,1,1,42257,26,195
388372,0,49,1,46,0,1,1,31319,124,101
388373,1,22,1,47,0,0,1,36813,152,226
388374,1,24,1,29,1,0,0,37712,152,296
388375,1,36,1,43,1,0,0,2630,1,28
388376,1,66,1,28,1,1,0,51999,26,18
388377,0,56,1,8,0,1,1,31306,26,274
388378,0,43,1,45,0,1,0,32405,26,33
388379,1,29,1,29,1,0,0,2630,152,142
388380,1,46,1,28,0,1,1,36609,26,11
388381,1,24,1,8,0,0,0,41246,152,280
388382,1,69,1,48,0,1,1,2630,15,58
388383,0,62,1,50,0,1,0,32054,8,191
388384,0,44,1,28,0,1,1,51992,26,205
388385,1,61,1,28,0,2,1,43563,124,251
388386,0,22,1,30,1,0,0,26727,152,66
388387,0,66,1,28,1,1,0,35598,26,248
388388,0,42,1,28,0,1,1,48769,124,114
388389,1,47,1,15,0,1,1,29018,124,253
388390,1,22,1,9,0,1,1,42544,124,24
388391,1,22,1,47,1,0,0,41253,152,85
388392,0,43,1,39,0,1,1,2630,124,246
388393,1,23,1,30,1,0,0,27257,152,215
388394,0,53,1,9,1,1,0,2630,26,234
388395,1,47,1,28,0,1,1,42047,26,161
388396,1,21,1,50,1,0,0,39830,160,45
388397,0,76,1,28,0,1,1,36155,26,179
388398,0,52,1,28,0,1,1,2630,26,281
388399,1,34,1,46,0,1,0,2630,156,201
388400,0,25,1,6,1,0,0,26443,152,205
388401,1,45,1,28,0,1,1,26020,124,272
388402,0,60,1,28,0,1,1,71989,25,268
388403,0,48,1,50,1,1,0,38322,124,104
388404,0,59,1,50,0,1,1,38617,8,34
388405,1,53,1,28,0,1,1,23678,26,108
388406,0,24,1,38,1,0,0,33651,152,273
388407,1,22,1,8,1,0,0,31896,152,149
388408,1,28,1,28,0,1,1,47811,124,258
388409,0,22,1,28,1,0,0,32552,152,11
388410,1,42,1,33,0,1,0,2630,124,17
388411,0,51,1,39,0,1,1,30052,26,257
388412,1,47,1,31,0,1,1,2630,124,140
388413,1,32,1,28,0,0,1,28351,122,286
388414,0,53,1,45,1,1,0,23121,26,202
388415,0,66,1,29,1,1,0,2630,26,75
388416,0,27,1,27,1,0,0,2630,160,202
388417,0,33,1,39,0,1,1,32208,154,90
388418,1,24,1,46,1,0,0,31970,152,25
388419,0,33,1,46,0,0,1,25086,163,214
388420,0,25,1,12,1,0,0,2630,152,26
388421,1,23,1,27,0,0,0,35599,152,232
388422,1,26,1,30,0,0,1,2630,152,214
388423,1,43,1,30,0,1,1,28334,26,26
388424,1,45,1,15,1,1,0,2630,152,170
388425,0,48,1,46,0,1,1,29174,11,17
388426,1,23,1,28,0,0,1,55979,152,118
388427,1,37,1,28,0,1,1,60597,55,122
388428,1,25,1,29,1,0,0,44306,152,200
388429,0,51,1,46,0,1,1,23715,154,87
388430,1,22,1,33,1,0,0,43017,152,81
388431,0,49,1,26,0,1,1,46697,120,180
388432,0,40,1,28,0,1,1,36944,124,138
388433,0,56,1,35,1,1,0,38213,152,89
388434,1,22,1,6,1,0,0,22682,152,273
388435,0,21,1,47,0,0,1,48284,160,65
388436,1,23,1,6,0,0,0,20198,152,187
388437,0,41,1,28,1,1,1,26362,26,244
388438,1,25,1,11,1,0,0,20403,152,54
388439,1,45,1,8,0,1,1,31456,26,155
388440,1,70,1,8,0,1,1,2630,26,53
388441,1,24,1,8,1,0,0,32320,160,24
388442,1,55,1,28,0,1,1,2630,124,94
388443,1,22,1,29,1,0,0,30145,152,80
388444,1,22,1,8,1,0,0,28032,152,12
388445,0,25,1,29,1,0,0,24510,152,145
388446,1,48,1,8,1,1,0,36505,124,217
388447,0,53,1,28,1,1,0,61697,152,54
388448,0,46,1,28,0,1,1,41219,26,73
388449,1,25,1,28,0,0,1,41341,124,227
388450,0,21,1,8,0,0,1,24389,160,178
388451,0,67,1,45,0,1,1,37089,26,239
388452,0,43,1,15,0,1,1,31256,124,14
388453,0,42,1,46,0,1,1,25010,124,36
388454,0,29,1,35,1,0,0,30912,152,198
388455,1,44,1,28,0,1,1,40002,26,247
388456,1,47,1,0,0,1,1,2630,26,23
388457,1,32,1,15,1,1,1,22294,26,104
388458,1,46,1,2,0,1,1,30184,26,86
388459,0,45,1,31,0,1,1,2630,124,69
388460,1,31,1,35,1,0,0,22492,152,111
388461,1,26,1,33,1,0,0,27469,152,190
388462,1,27,1,3,1,0,0,22104,152,136
388463,1,39,1,45,0,1,1,2630,157,75
388464,0,68,1,8,0,1,1,2630,124,75
388465,1,23,1,29,1,0,0,34080,152,66
388466,0,24,1,10,1,0,0,33068,152,39
388467,1,45,1,28,0,1,1,51179,124,225
388468,1,46,1,28,1,1,0,33827,124,191
388469,0,74,1,48,0,1,1,2630,15,13
388470,1,62,1,3,1,1,0,26349,26,87
388471,0,37,1,28,0,1,1,38872,124,244
388472,0,70,1,1,1,1,1,2630,26,62
388473,0,22,1,8,1,0,0,42469,152,286
388474,0,49,1,28,0,2,1,49225,26,260
388475,0,24,1,29,1,0,0,2630,152,248
388476,1,20,1,35,1,0,0,2630,160,17
388477,1,51,1,28,0,2,1,39254,60,55
388478,0,25,1,46,0,0,0,22360,152,156
388479,0,20,1,26,1,0,1,33433,160,258
388480,0,30,1,28,0,1,1,2630,13,64
388481,0,59,1,8,0,2,1,46554,26,161
388482,1,44,1,28,1,1,0,30305,124,104
388483,0,24,1,37,0,0,1,23975,152,196
388484,1,48,1,28,0,1,1,24949,26,164
388485,0,68,1,20,0,1,1,2630,26,72
388486,0,56,1,31,1,1,1,2630,26,262
388487,0,50,1,8,0,1,1,44797,124,137
388488,1,35,1,8,1,1,0,2630,124,253
388489,1,52,1,28,1,1,0,30399,26,179
388490,1,24,1,15,1,0,0,51226,152,145
388491,0,23,1,8,1,0,0,35980,151,290
388492,1,55,1,28,0,1,0,70771,124,293
388493,0,54,1,28,0,2,1,2630,26,128
388494,1,24,1,6,1,0,0,27739,152,205
388495,1,27,1,46,1,0,0,16436,152,230
388496,0,21,1,50,0,0,1,40807,152,128
388497,0,42,1,8,1,1,0,2630,26,200
388498,0,54,1,15,0,1,0,2630,124,246
388499,1,24,1,26,1,0,0,30765,152,176
388500,1,25,1,30,1,0,0,28318,160,252
388501,0,78,1,48,0,1,1,2630,26,204
388502,1,24,1,32,1,0,0,27988,152,118
388503,1,45,1,8,1,1,0,31736,26,183
388504,0,38,1,2,0,1,1,28283,13,285
388505,1,22,1,50,1,0,0,38948,152,195
388506,0,51,1,3,0,1,1,2630,124,209
388507,0,57,1,8,0,1,1,37816,152,96
388508,1,27,1,28,1,0,0,46439,152,76
388509,1,26,1,41,1,0,0,18084,152,56
388510,1,33,1,2,0,0,1,29228,26,10
388511,0,46,1,28,0,1,1,31596,26,169
388512,0,24,1,28,1,0,1,27354,152,130
388513,0,25,1,15,0,0,1,29209,152,269
388514,0,30,1,25,1,1,0,18239,124,105
388515,1,37,1,28,0,1,0,36762,124,143
388516,0,48,1,18,1,1,0,28741,30,290
388517,1,26,1,50,1,0,0,37126,152,94
388518,1,24,1,6,0,0,1,2630,152,243
388519,1,40,1,41,0,1,1,2630,11,12
388520,0,53,1,8,1,1,0,35475,25,69
388521,0,77,1,9,0,1,0,29024,26,153
388522,0,24,1,21,0,0,1,2630,160,97
388523,0,28,1,35,0,0,0,36183,152,94
388524,0,49,1,28,0,1,1,28448,11,71
388525,1,22,1,32,0,0,1,23685,152,106
388526,1,31,1,6,0,0,0,2630,152,179
388527,1,29,1,28,1,1,0,48807,124,58
388528,0,26,1,28,1,0,0,32251,151,68
388529,1,33,1,34,1,0,0,41378,152,237
388530,1,26,1,45,1,0,0,20407,152,123
388531,1,54,1,41,0,1,1,2630,157,46
388532,1,32,1,15,0,1,1,40001,26,50
388533,0,49,1,48,1,1,0,2630,124,147
388534,1,61,1,28,0,2,1,50992,26,190
388535,0,29,1,8,1,0,0,39121,152,68
388536,0,39,1,28,1,1,1,28403,124,131
388537,1,25,1,3,1,0,0,25131,152,289
388538,1,24,1,8,1,0,0,45741,152,11
388539,0,38,1,28,0,1,1,38520,124,237
388540,1,21,1,22,0,1,1,30689,124,205
388541,1,24,1,33,1,0,0,27982,152,184
388542,0,21,1,8,0,0,1,30926,160,102
388543,0,50,1,28,0,1,1,55917,26,176
388544,0,56,1,41,0,1,1,22186,124,184
388545,0,54,1,28,0,1,1,2630,124,59
388546,1,43,1,10,0,1,0,35322,124,211
388547,1,72,1,28,0,1,1,27652,26,111
388548,0,23,1,47,0,0,1,34500,152,116
388549,0,40,1,9,1,1,0,31941,152,86
388550,0,37,1,33,1,1,0,39222,26,68
388551,0,22,1,11,1,0,0,31871,152,45
388552,1,42,1,41,0,1,1,32526,124,250
388553,0,21,1,46,1,0,0,31570,160,275
388554,0,63,1,3,0,1,1,35980,25,227
388555,0,22,1,12,1,1,0,25814,124,235
388556,0,28,1,15,0,0,1,35590,152,101
388557,0,40,1,28,0,1,1,54998,124,282
388558,1,26,1,8,1,0,0,48348,152,169
388559,1,22,1,49,0,0,1,29261,152,196
388560,0,52,1,28,0,1,1,45508,26,54
388561,1,23,1,46,1,0,0,21831,152,63
388562,0,21,1,10,1,0,0,42369,152,203
388563,0,22,1,11,1,0,0,36859,152,295
388564,1,26,1,6,1,0,0,25731,152,234
388565,1,48,1,28,0,1,1,43360,26,140
388566,0,66,1,28,0,1,1,55792,122,31
388567,0,24,1,22,1,0,0,34264,152,79
388568,1,30,1,11,1,1,0,36348,124,119
388569,1,48,1,0,0,1,1,2630,7,79
388570,1,60,1,8,0,1,1,70902,26,114
388571,0,58,1,41,0,1,1,29460,12,77
388572,0,21,1,28,0,0,1,50189,124,174
388573,0,49,1,48,1,1,0,2630,157,14
388574,1,36,1,8,0,2,1,54770,124,167
388575,1,37,1,6,1,1,0,27714,152,65
388576,1,25,1,18,0,0,1,21703,152,24
388577,1,43,1,28,0,1,1,46882,124,173
388578,0,37,1,6,0,1,1,22512,157,244
388579,1,23,1,36,0,0,0,32865,152,175
388580,0,36,1,9,0,1,1,39092,124,193
388581,1,46,1,14,0,1,0,27598,124,173
388582,1,23,1,32,1,0,0,25682,152,90
388583,0,32,1,29,0,0,0,2630,1,244
388584,0,24,1,13,1,0,0,24047,152,238
388585,0,39,1,28,0,1,1,27364,154,253
388586,0,23,1,8,1,0,0,30716,152,217
388587,1,49,1,28,0,1,1,56208,26,222
388588,1,35,1,28,1,1,0,30420,152,124
388589,0,21,1,8,1,0,0,48007,152,198
388590,0,51,1,35,0,1,1,27356,26,204
388591,1,30,1,0,1,1,0,2630,124,253
388592,1,43,1,15,1,1,0,2630,25,192
388593,0,76,1,28,0,1,1,38450,26,225
388594,0,76,1,38,1,1,1,2630,124,283
388595,0,24,1,41,1,0,0,2630,151,268
388596,1,29,1,14,1,0,0,21700,152,82
388597,1,24,1,10,1,0,0,34205,151,39
388598,1,78,1,48,1,1,0,2630,137,97
388599,0,49,1,28,0,1,1,49115,26,277
388600,1,24,1,15,0,0,1,34235,152,71
388601,0,51,1,28,0,1,1,51578,26,143
