用户ID,性别,年龄,所在地区代码,年保费,购买保险渠道,距离上次沟通时间,是否有驾照,是否购买过车险,车龄,此前是否发生事故,是否响应
203376,女,36,50,20628,8,193,1,否,1-2 年,是,1
115702,女,23,15,2630,152,161,1,否,< 1 年,是,0
149327,男,54,8,2630,26,207,1,否,< 1 年,是,0
356677,男,26,28,33151,152,188,1,否,< 1 年,是,0
364724,女,41,28,2630,52,47,1,否,1-2 年,是,1
105758,男,24,28,39851,152,160,1,否,< 1 年,是,0
77790,男,59,17,35289,124,16,1,是,1-2 年,是,0
270902,女,47,8,62696,26,27,1,否,> 2 年,是,0
256590,女,67,28,52364,26,67,1,否,> 2 年,是,0
356012,女,36,5,33563,26,292,1,否,> 2 年,是,0
283796,男,38,46,20056,154,279,1,否,1-2 年,是,1
216559,女,23,27,24534,152,242,1,是,< 1 年,否,0
348747,女,27,36,2630,160,182,1,是,< 1 年,否,0
349153,女,26,50,29551,152,149,1,是,< 1 年,否,0
336458,男,46,48,2630,124,91,1,否,1-2 年,是,1
175078,女,22,34,26797,152,149,1,否,< 1 年,是,0
16731,男,61,8,2630,157,97,1,否,1-2 年,是,0
359052,男,75,28,56914,122,270,1,否,1-2 年,是,0
114143,男,72,28,35450,26,254,1,否,1-2 年,是,1
30825,男,71,28,24509,13,52,1,是,1-2 年,否,0
142795,男,41,50,29007,8,92,1,否,1-2 年,是,1
20662,女,25,10,25402,152,219,1,是,< 1 年,否,0
366514,男,22,8,56498,152,102,1,是,< 1 年,否,0
1135,女,61,8,2630,26,283,1,否,1-2 年,是,0
331734,女,25,16,28210,152,284,1,否,< 1 年,否,0
54220,男,47,28,44315,124,241,1,否,1-2 年,是,1
177582,男,48,28,37583,26,269,1,否,> 2 年,是,0
353000,女,31,18,37415,152,286,1,是,< 1 年,否,0
140634,女,33,42,2630,156,93,1,否,1-2 年,是,1
316266,男,43,8,59035,163,298,1,否,1-2 年,是,1
269176,女,48,26,33422,120,284,1,是,1-2 年,否,0
277682,男,54,29,2630,124,91,1,否,1-2 年,是,1
87509,女,29,46,2630,26,287,1,是,< 1 年,否,0
237411,女,41,8,38992,122,204,1,是,1-2 年,否,0
45068,女,22,46,26978,152,256,1,是,< 1 年,否,0
309913,女,23,41,43246,124,226,1,否,< 1 年,是,0
372474,女,35,28,37874,26,161,1,否,1-2 年,是,1
1401,女,44,28,33487,154,81,1,否,1-2 年,是,1
163803,男,24,21,22773,152,293,1,否,< 1 年,是,0
235215,男,55,47,30301,156,25,1,否,1-2 年,是,1
298950,女,45,17,46067,26,279,1,否,> 2 年,是,1
225795,女,48,8,47064,26,279,1,否,1-2 年,是,1
131145,女,26,18,23379,152,117,1,是,< 1 年,否,0
130246,男,72,47,25132,124,31,1,否,1-2 年,否,0
296896,女,22,2,35477,152,155,1,是,< 1 年,否,0
214937,女,43,46,52118,124,182,1,否,1-2 年,是,1
312129,男,51,28,45919,122,53,1,是,1-2 年,否,0
113583,男,21,46,30669,160,166,1,是,< 1 年,否,0
109286,女,37,41,2630,154,229,1,否,1-2 年,否,1
191445,女,27,28,29869,160,16,1,是,< 1 年,否,0
72279,男,52,28,69007,26,161,1,否,> 2 年,是,1
98111,男,39,28,34087,163,117,1,否,1-2 年,是,1
376187,女,41,41,68515,157,158,1,否,1-2 年,是,1
278406,女,24,11,22682,152,144,1,是,< 1 年,否,0
308750,女,46,28,29458,26,32,1,否,1-2 年,是,1
115192,男,35,46,2630,124,162,1,否,1-2 年,是,1
269126,男,47,8,26128,124,198,1,否,1-2 年,否,0
308350,女,24,10,2630,160,252,1,是,< 1 年,否,0
54438,男,52,28,46997,124,67,1,是,1-2 年,否,0
284696,女,25,41,29184,152,152,1,是,< 1 年,否,0
157224,女,44,28,63758,124,151,1,否,1-2 年,是,1
72946,男,22,11,63864,152,146,1,是,< 1 年,否,0
348477,男,24,47,21397,152,182,1,是,< 1 年,否,0
179448,女,22,28,51738,152,263,1,否,< 1 年,是,0
138290,男,23,34,31525,152,88,1,否,< 1 年,是,0
290208,男,46,28,45879,26,257,1,否,> 2 年,是,1
283262,女,41,28,41063,124,78,1,是,1-2 年,否,0
114117,女,44,28,34882,26,174,1,否,1-2 年,是,1
363580,女,37,45,31338,152,41,1,否,1-2 年,否,0
79667,女,22,29,46539,152,192,1,是,< 1 年,是,0
220342,女,34,8,27220,152,228,1,否,1-2 年,是,1
49286,女,21,16,29037,160,269,1,否,< 1 年,是,0
103509,男,39,29,30558,124,94,1,否,1-2 年,否,0
354269,男,36,30,22860,124,291,1,否,1-2 年,是,1
46535,男,22,28,25118,152,38,1,否,< 1 年,是,0
190425,男,42,28,43624,26,206,1,否,1-2 年,是,1
337540,男,60,24,23382,26,79,1,否,> 2 年,是,0
186161,男,57,15,43232,26,181,1,否,1-2 年,是,1
365211,男,48,8,42098,30,255,1,否,1-2 年,是,1
339463,男,49,28,44336,26,94,1,是,1-2 年,否,0
77454,男,22,36,31066,152,59,1,是,< 1 年,否,0
73046,男,69,28,41039,122,223,1,否,1-2 年,是,0
160021,男,36,24,2630,163,72,1,否,1-2 年,是,1
127436,男,73,24,37851,26,269,1,否,> 2 年,是,0
129901,女,26,28,59493,152,277,1,是,< 1 年,否,0
187155,男,55,28,32931,26,66,1,否,1-2 年,否,1
270974,男,21,42,2630,160,215,1,是,< 1 年,否,0
298394,男,24,28,34990,152,167,1,是,< 1 年,否,0
199773,男,45,3,40255,26,137,1,是,1-2 年,否,0
349214,女,28,11,31688,152,279,1,是,< 1 年,否,0
234013,女,25,4,32273,152,135,1,是,< 1 年,否,0
138616,男,25,15,31178,152,172,1,否,< 1 年,是,0
209540,女,26,28,30804,152,16,1,否,< 1 年,是,0
256920,男,43,8,80142,26,91,1,否,1-2 年,是,1
329422,男,29,28,32069,124,157,1,否,1-2 年,是,1
12225,男,23,36,48452,152,88,1,否,< 1 年,否,0
113892,女,25,15,45668,152,154,1,是,< 1 年,否,0
117358,女,29,33,30322,152,298,1,否,< 1 年,是,0
343776,女,21,22,32207,152,294,1,是,< 1 年,否,0
170198,男,55,46,35608,124,23,1,否,1-2 年,否,0
162313,男,28,33,27017,152,62,1,是,< 1 年,否,0
196114,男,31,43,27056,124,86,1,否,1-2 年,是,1
321458,男,33,28,2630,156,12,1,否,1-2 年,是,0
182061,女,23,29,23463,152,276,1,是,< 1 年,否,0
131737,女,22,13,38043,152,26,1,是,< 1 年,否,0
81053,男,41,3,36466,124,52,1,否,1-2 年,是,1
57166,女,33,45,18034,24,77,1,是,1-2 年,否,0
222390,女,22,4,29180,152,209,1,是,< 1 年,否,0
139246,女,26,33,37052,152,245,1,是,< 1 年,否,0
233390,女,25,18,24788,152,203,1,否,< 1 年,是,0
167153,女,38,28,30742,124,96,1,是,1-2 年,是,0
65688,女,27,28,27321,152,143,1,是,< 1 年,否,0
130226,女,37,28,57236,25,144,1,否,1-2 年,是,1
61264,女,43,15,25737,124,187,1,否,1-2 年,是,1
169139,女,26,10,31741,152,114,1,是,< 1 年,否,0
128910,女,56,20,2630,154,161,1,否,1-2 年,是,1
101152,男,43,28,25462,26,105,1,否,1-2 年,是,1
154124,女,52,14,24408,124,81,1,否,1-2 年,是,1
137478,女,21,26,29299,160,202,1,是,< 1 年,是,0
7238,女,48,33,43829,26,105,1,否,1-2 年,是,1
158591,男,57,8,27566,124,226,1,否,1-2 年,是,1
115310,男,57,8,58054,26,188,1,否,1-2 年,是,1
161945,男,62,28,47198,25,11,1,否,1-2 年,是,0
283751,男,50,40,52449,52,21,1,是,1-2 年,否,0
329869,男,24,15,33373,152,285,1,是,< 1 年,否,0
85254,男,24,36,24358,152,138,1,是,< 1 年,否,0
84274,女,59,28,32346,52,80,1,否,1-2 年,是,0
361930,男,27,12,2630,157,144,1,否,< 1 年,是,0
236648,女,55,47,25233,16,197,1,否,1-2 年,是,1
270429,男,34,30,22076,124,212,1,是,1-2 年,否,0
264028,女,42,28,31497,124,98,1,是,1-2 年,否,0
283282,女,41,15,26821,26,220,1,否,1-2 年,是,1
329594,女,27,28,26587,152,32,1,是,< 1 年,否,0
283449,男,60,11,39075,150,189,1,否,1-2 年,是,0
337768,女,22,25,26473,152,169,1,是,< 1 年,否,0
83621,女,65,28,58417,26,221,1,否,1-2 年,是,0
232323,男,28,8,2630,156,256,1,否,1-2 年,是,1
288693,女,44,33,29894,26,172,1,否,1-2 年,是,1
93319,女,35,28,43580,26,84,1,否,1-2 年,是,1
4144,女,73,28,68028,26,215,1,否,> 2 年,是,0
141086,女,40,7,2630,124,231,1,否,1-2 年,是,1
328246,女,61,28,42381,122,151,1,是,1-2 年,否,0
73960,男,24,15,38956,152,112,1,是,< 1 年,否,0
301663,男,70,50,35309,65,29,1,否,1-2 年,是,0
276031,女,28,24,28052,152,149,1,是,< 1 年,否,0
88486,女,48,3,2630,124,273,1,是,1-2 年,否,0
196323,女,27,14,28482,152,281,1,是,< 1 年,否,0
326672,男,52,30,42341,26,120,1,否,> 2 年,是,0
197476,男,32,8,2630,157,282,1,否,1-2 年,是,1
339227,女,61,46,30401,26,80,1,否,> 2 年,是,0
316786,女,26,8,45789,152,75,1,否,< 1 年,是,0
193212,男,43,28,32221,124,218,1,否,1-2 年,否,0
213559,男,44,37,38491,124,275,1,是,1-2 年,否,0
16817,女,46,28,38595,26,272,1,否,1-2 年,是,1
48198,女,27,8,49787,152,107,1,是,< 1 年,否,0
170361,女,22,9,2630,160,79,1,是,< 1 年,是,0
228473,男,29,45,27701,152,64,1,否,< 1 年,是,1
60798,男,39,41,33919,122,255,1,是,1-2 年,是,0
355748,男,59,8,42954,26,253,1,否,1-2 年,是,1
36449,男,21,37,43579,152,132,1,是,< 1 年,否,0
126293,男,26,18,43513,152,189,1,否,< 1 年,是,0
11822,女,31,29,33534,152,257,1,是,< 1 年,否,0
289158,女,28,33,28876,152,216,1,是,< 1 年,否,0
312009,女,72,8,34568,30,103,1,是,1-2 年,否,0
126509,男,51,35,24807,124,153,1,否,1-2 年,是,1
68874,男,34,28,46623,26,204,1,否,1-2 年,是,1
115092,女,21,17,79744,160,16,1,是,< 1 年,否,0
71555,女,29,30,30465,152,76,1,是,< 1 年,否,0
290560,男,26,28,48557,152,122,1,是,< 1 年,否,0
354359,女,29,35,22825,152,279,1,是,< 1 年,否,0
203896,女,22,33,29888,152,83,1,是,< 1 年,否,0
94333,女,22,28,121760,152,214,1,是,< 1 年,否,0
59575,男,68,28,63640,26,70,1,否,1-2 年,否,0
253528,男,53,28,47623,26,29,1,是,1-2 年,是,0
346798,男,22,8,28276,160,179,1,是,< 1 年,否,0
176688,女,62,3,2630,26,230,1,是,1-2 年,否,0
347949,男,26,21,18904,152,159,1,是,< 1 年,否,0
5617,男,29,28,104529,151,278,1,是,< 1 年,否,0
158368,男,49,30,32175,26,79,1,否,1-2 年,是,1
18560,女,22,8,37855,152,131,1,是,< 1 年,否,0
189284,男,23,15,39184,152,145,1,是,< 1 年,否,0
305195,女,25,41,25425,152,38,1,是,< 1 年,否,0
307586,女,39,28,31545,124,121,1,否,1-2 年,是,1
358320,男,21,28,42313,26,134,1,否,< 1 年,是,0
141858,女,44,28,51318,122,283,1,否,1-2 年,是,1
92636,女,33,45,28909,124,58,1,否,< 1 年,是,0
127374,男,25,28,31996,152,92,1,是,< 1 年,否,0
62577,男,75,8,2630,26,195,1,否,1-2 年,是,0
201803,女,63,28,69856,26,201,1,是,1-2 年,否,0
37224,男,46,27,2630,122,49,1,否,1-2 年,是,1
144671,男,60,0,2630,124,157,1,否,1-2 年,是,0
74586,男,45,28,26253,122,89,1,否,1-2 年,是,1
47524,男,51,28,35709,124,203,1,否,1-2 年,否,0
139865,女,41,28,31749,26,289,1,是,1-2 年,否,0
297472,男,62,28,34375,13,203,1,否,1-2 年,是,0
270411,男,47,7,2630,124,216,1,否,1-2 年,是,1
140835,女,41,28,36852,122,215,1,否,> 2 年,是,0
268984,男,37,28,59523,124,198,1,是,1-2 年,否,0
330587,男,22,29,38334,152,184,1,否,< 1 年,是,0
314211,男,61,7,2630,124,111,1,是,1-2 年,否,0
163450,男,45,28,44480,26,168,1,是,1-2 年,否,0
284339,男,56,28,2630,124,111,1,是,1-2 年,否,0
174989,男,27,48,2630,156,211,1,否,< 1 年,是,0
149029,男,59,41,50254,124,76,1,是,1-2 年,否,0
198203,女,24,8,30952,152,228,1,是,< 1 年,否,0
220765,男,26,8,42019,152,42,1,是,< 1 年,否,0
355274,男,23,30,27226,152,17,1,是,< 1 年,否,0
352067,男,21,15,2630,160,143,1,是,< 1 年,是,0
285776,男,23,35,34410,152,119,1,是,< 1 年,否,0
63338,男,50,28,39636,26,233,1,是,1-2 年,否,0
303579,女,62,20,2630,124,150,1,是,1-2 年,否,0
193207,男,53,41,37945,124,230,1,否,> 2 年,是,0
232206,女,56,46,26378,26,274,1,否,1-2 年,是,1
179846,男,21,8,28503,160,35,1,否,< 1 年,是,0
302192,男,48,17,37877,154,28,1,否,1-2 年,是,1
357133,男,67,31,2630,26,67,1,是,1-2 年,否,0
220545,男,25,10,23852,152,68,1,是,< 1 年,否,0
207532,女,35,36,35896,152,117,1,是,1-2 年,否,0
277167,男,25,14,34212,152,282,1,是,< 1 年,否,0
183928,男,77,28,33294,26,233,1,否,1-2 年,是,0
87294,男,46,28,33145,26,139,1,否,1-2 年,是,1
143280,女,47,24,36767,145,63,1,否,1-2 年,是,1
360142,女,24,30,25512,152,206,1,是,< 1 年,否,0
186580,男,22,36,38498,152,216,1,否,< 1 年,是,0
235807,男,46,41,2630,156,273,1,否,1-2 年,是,1
14789,男,38,28,2630,124,128,1,否,1-2 年,是,1
103224,男,27,25,36690,152,180,1,是,< 1 年,否,0
160897,男,29,35,33946,152,71,1,是,< 1 年,否,0
242708,男,23,47,2630,151,131,1,是,< 1 年,否,0
155940,男,23,41,24254,152,31,1,是,< 1 年,否,0
290623,男,51,41,39088,124,238,1,是,1-2 年,否,0
82529,男,33,8,2630,156,263,1,否,1-2 年,是,1
267314,女,21,14,23419,160,299,1,否,< 1 年,是,0
82858,男,20,46,24092,160,242,1,是,< 1 年,否,0
342143,男,31,28,24866,152,54,1,是,< 1 年,否,0
240811,男,35,28,47630,124,112,1,否,1-2 年,是,1
21998,女,24,8,40003,152,145,1,是,< 1 年,否,0
334896,女,72,46,29899,26,146,1,否,1-2 年,是,0
192383,女,24,37,21068,152,108,1,是,< 1 年,否,0
142791,女,67,28,37735,26,281,1,否,> 2 年,是,0
300305,女,23,46,38145,152,141,1,是,< 1 年,否,0
11366,男,80,41,37485,152,287,1,是,1-2 年,否,0
323558,男,41,46,41522,26,107,1,否,1-2 年,是,1
152737,女,24,14,25766,152,178,1,否,< 1 年,是,0
247341,男,41,28,29204,122,117,1,否,1-2 年,是,1
318746,女,25,46,23715,152,183,1,否,< 1 年,否,0
297489,男,40,28,2630,124,50,1,否,1-2 年,是,1
289305,男,47,39,2630,124,247,1,是,1-2 年,否,0
59640,女,22,28,51041,124,141,1,否,< 1 年,是,0
185790,男,59,28,38057,26,204,1,是,1-2 年,否,0
295916,女,24,29,31865,152,207,1,是,< 1 年,否,0
362319,男,68,34,2630,124,17,1,否,1-2 年,是,0
93883,男,51,7,2630,26,83,1,否,> 2 年,是,0
33802,男,34,32,30638,163,22,1,否,< 1 年,是,0
370699,男,54,8,61056,124,71,1,否,1-2 年,是,1
45884,男,32,15,27140,152,271,1,否,< 1 年,是,0
51549,男,32,46,28958,124,178,1,是,1-2 年,否,0
173690,男,21,28,36945,163,46,1,是,< 1 年,否,0
270792,女,31,28,35404,26,232,1,否,1-2 年,是,1
247560,男,23,2,37042,152,86,1,是,< 1 年,否,0
343821,女,48,30,2630,26,32,1,否,1-2 年,否,0
308872,男,62,14,2630,26,123,1,是,1-2 年,否,0
205411,男,21,47,33305,160,59,1,否,< 1 年,否,0
367908,男,48,43,2630,124,287,1,是,1-2 年,否,0
377797,女,71,15,40654,14,33,1,否,1-2 年,是,0
92122,女,24,21,27815,152,292,1,是,< 1 年,否,0
296495,女,23,28,29480,124,211,1,否,< 1 年,是,0
152425,女,36,47,2630,152,259,1,是,1-2 年,否,0
328878,男,58,46,20272,26,85,1,是,1-2 年,否,0
37151,男,21,47,44471,152,209,1,否,< 1 年,否,0
211415,女,29,11,2630,157,132,1,否,1-2 年,是,1
107474,女,24,35,2630,152,234,1,否,< 1 年,否,0
125911,男,40,50,38552,124,120,1,是,1-2 年,否,0
358430,男,50,9,26643,26,36,1,否,1-2 年,是,1
41377,男,60,17,29760,26,24,1,否,1-2 年,是,1
272442,男,22,28,30117,152,86,1,是,< 1 年,否,0
194430,女,38,30,2630,124,284,1,否,> 2 年,是,0
262743,男,67,11,41973,26,187,1,是,1-2 年,是,0
169594,男,61,46,31761,91,268,1,否,1-2 年,是,0
347763,女,29,33,26908,152,244,1,是,< 1 年,是,0
189168,男,51,37,47251,163,245,1,否,1-2 年,是,1
206182,男,23,41,35423,152,249,1,是,< 1 年,否,0
351627,女,29,36,2630,152,170,1,是,< 1 年,否,0
369889,男,56,46,26426,26,166,1,否,> 2 年,是,1
350512,女,23,8,56965,152,261,1,是,< 1 年,否,0
159321,女,30,50,2630,11,32,1,否,< 1 年,是,0
101062,男,43,14,40870,124,230,1,否,1-2 年,是,1
189116,女,34,18,25783,124,266,1,否,1-2 年,是,1
351188,男,42,29,36738,156,89,1,否,1-2 年,是,1
114733,男,24,28,29340,152,256,1,是,< 1 年,否,0
317138,女,36,29,42052,26,246,1,否,1-2 年,是,1
27718,女,71,28,40469,26,159,1,否,1-2 年,是,0
189405,男,47,48,2630,124,75,1,否,1-2 年,是,1
379363,男,21,8,46805,160,199,1,是,< 1 年,否,0
236772,男,56,45,37984,26,96,1,否,> 2 年,是,0
39659,女,49,28,41529,26,99,1,否,1-2 年,是,1
179633,女,30,39,41451,152,110,1,是,< 1 年,否,0
297684,女,21,28,57060,160,253,1,否,< 1 年,是,0
252823,男,35,28,24463,154,132,1,否,1-2 年,是,1
163688,男,57,4,31870,124,101,1,是,1-2 年,否,0
62397,男,54,28,37904,124,281,1,否,1-2 年,是,1
336940,女,66,26,46597,120,283,1,是,1-2 年,否,0
309980,男,24,8,42174,152,78,1,是,< 1 年,否,0
54695,女,26,35,22108,152,12,1,否,< 1 年,是,0
12213,男,24,45,35620,151,105,1,否,< 1 年,是,0
324829,女,43,8,2630,157,156,1,否,> 2 年,是,0
238937,女,53,28,40922,152,10,1,是,1-2 年,否,0
28336,男,54,28,34745,26,161,1,否,1-2 年,是,1
15053,男,44,28,67710,26,146,1,否,1-2 年,是,1
353035,男,29,28,58694,124,81,1,否,1-2 年,否,0
24569,女,45,28,23728,122,159,1,否,1-2 年,是,1
53536,女,27,14,29315,154,209,1,否,< 1 年,是,0
288826,女,24,35,36818,152,178,1,否,< 1 年,是,0
61495,男,43,29,33149,124,60,1,是,1-2 年,否,0
115969,男,35,0,2630,124,122,1,否,> 2 年,是,0
23874,女,66,28,55292,122,196,1,否,1-2 年,是,0
378472,女,33,28,39008,124,232,1,否,< 1 年,是,0
75129,男,34,8,2630,26,157,1,否,1-2 年,是,1
221214,男,71,8,45103,7,92,1,是,1-2 年,否,0
325184,男,65,23,36777,4,115,1,否,1-2 年,是,0
100389,男,25,24,2630,152,63,1,否,< 1 年,是,0
177463,女,21,46,26921,160,110,1,是,< 1 年,否,0
171200,女,40,28,31615,124,200,1,否,1-2 年,否,0
158580,女,44,28,41589,124,146,1,否,1-2 年,是,1
27790,男,24,11,39411,152,235,1,否,< 1 年,否,0
160192,女,51,1,2630,26,90,1,否,> 2 年,是,0
127196,男,43,50,23583,18,144,1,否,1-2 年,是,1
272308,男,66,28,37466,152,257,1,是,1-2 年,否,0
105083,男,53,28,45601,26,209,1,否,1-2 年,是,1
301187,男,23,27,21956,151,182,1,是,< 1 年,否,0
167425,女,69,29,45757,26,175,1,否,> 2 年,是,0
347566,女,34,46,33608,152,191,1,是,1-2 年,否,0
94850,男,44,17,2630,26,61,1,否,1-2 年,是,1
323798,男,32,15,36363,124,104,1,是,1-2 年,否,0
322960,女,43,46,2630,26,283,1,否,1-2 年,是,1
97348,男,70,46,2630,26,295,1,否,1-2 年,是,0
230167,女,45,28,68554,26,159,1,是,1-2 年,否,0
349004,女,69,28,57184,55,214,1,否,1-2 年,否,0
272931,女,24,8,2630,160,275,1,是,1-2 年,否,0
219916,男,23,11,33879,152,259,1,是,< 1 年,否,0
24410,女,29,9,2630,152,293,1,是,< 1 年,否,0
195012,男,34,8,39873,124,41,1,否,1-2 年,是,1
310729,男,26,11,2630,152,214,1,是,< 1 年,否,0
12077,男,65,2,20622,26,215,1,是,1-2 年,否,0
334760,女,31,3,28339,152,156,1,是,< 1 年,否,0
1604,男,53,28,2630,122,83,1,否,1-2 年,是,1
202946,男,24,41,25538,152,141,1,是,< 1 年,否,0
76345,男,49,38,51664,124,148,1,是,1-2 年,否,0
237873,男,33,30,22139,124,207,1,否,1-2 年,是,1
330355,男,23,47,26553,152,178,1,是,< 1 年,否,0
197492,男,24,49,49512,152,109,1,否,< 1 年,否,0
160212,男,23,28,52572,122,88,1,否,< 1 年,是,0
178847,女,50,28,52547,52,247,1,否,1-2 年,是,1
215664,女,34,45,30058,160,242,1,否,< 1 年,是,0
90929,男,27,50,37140,152,59,1,是,< 1 年,否,0
167421,女,33,46,2630,156,195,1,否,< 1 年,是,1
367987,男,20,36,2630,160,203,1,否,< 1 年,是,0
278616,男,29,28,27570,121,284,1,否,< 1 年,是,0
114816,男,23,4,24194,156,268,1,是,< 1 年,是,0
87900,男,24,37,32224,152,57,1,否,< 1 年,是,0
120290,女,22,8,55660,152,212,1,否,< 1 年,是,0
328348,女,63,46,23168,11,146,1,是,1-2 年,否,0
111798,女,26,37,36273,152,212,1,否,< 1 年,否,0
48011,女,61,28,40621,26,146,1,否,1-2 年,是,0
307187,女,36,28,23193,26,92,1,否,1-2 年,是,1
328197,女,52,5,24251,26,115,1,否,1-2 年,是,1
38426,女,47,28,38543,26,182,1,否,1-2 年,是,1
93205,女,72,8,30881,124,264,1,是,1-2 年,否,0
21301,女,52,3,40062,26,224,1,否,1-2 年,是,1
285819,男,60,28,46045,26,188,1,否,1-2 年,是,1
66301,女,76,18,29829,11,297,1,是,1-2 年,否,0
316486,女,26,49,31281,152,122,1,否,< 1 年,否,0
161124,女,32,6,32711,152,134,1,是,< 1 年,否,0
161457,男,48,33,39178,26,167,1,是,1-2 年,否,0
124832,男,45,28,40225,124,91,1,否,1-2 年,是,1
254601,男,24,15,20423,152,158,1,否,< 1 年,是,0
264898,男,52,8,32962,7,227,1,是,1-2 年,否,0
155352,男,51,41,37628,124,241,1,否,> 2 年,是,1
13883,男,30,28,48134,152,246,1,是,< 1 年,否,0
159057,女,42,28,37656,124,173,1,否,1-2 年,是,1
155006,男,58,28,34945,26,73,1,否,1-2 年,是,1
111545,男,69,28,42644,26,14,1,否,1-2 年,是,0
161001,男,37,28,23419,124,154,1,是,1-2 年,否,0
368092,女,24,11,41919,152,13,1,否,< 1 年,是,0
192393,男,32,24,21432,124,77,1,是,1-2 年,否,0
262675,男,51,46,56701,124,23,1,是,1-2 年,否,0
274229,女,40,20,2630,26,275,1,是,1-2 年,否,0
306868,女,60,8,40001,124,71,1,是,1-2 年,否,0
313418,女,26,28,38670,152,145,1,是,< 1 年,否,0
32809,女,22,28,33202,124,139,1,否,< 1 年,是,0
355895,男,50,46,34290,26,230,1,否,1-2 年,是,1
291624,男,23,47,22586,26,123,1,是,< 1 年,否,0
319105,男,64,28,43791,26,101,1,是,1-2 年,否,0
281468,男,65,28,38239,125,18,1,是,1-2 年,否,0
224383,男,24,41,35487,152,188,1,是,< 1 年,否,0
136784,女,21,36,2630,152,182,1,是,< 1 年,否,0
135839,男,72,28,58466,26,78,1,是,1-2 年,否,0
213531,女,28,18,21758,152,69,1,是,< 1 年,否,0
193669,男,54,1,2630,163,102,1,否,1-2 年,是,1
257641,女,24,10,31369,152,150,1,是,< 1 年,否,0
224600,男,52,3,31039,26,34,1,否,1-2 年,是,1
378279,女,23,50,31967,152,295,1,是,< 1 年,否,0
13559,男,30,18,28106,152,205,1,是,< 1 年,否,0
259130,女,57,28,39631,163,231,1,否,1-2 年,是,1
24026,男,26,30,2630,152,72,1,否,< 1 年,是,0
210012,男,65,28,2630,156,230,1,否,> 2 年,是,1
162088,女,27,36,36887,152,193,1,是,< 1 年,否,0
172041,男,61,28,44101,26,198,1,否,1-2 年,是,0
318708,女,22,34,2630,152,128,1,否,< 1 年,否,0
317182,女,23,50,36825,152,185,1,是,< 1 年,否,0
300233,女,24,2,21651,152,225,1,否,< 1 年,否,0
227911,男,61,28,24927,30,256,1,否,1-2 年,是,0
254786,女,25,3,17840,152,158,1,是,< 1 年,否,0
319398,男,30,23,29137,26,283,1,否,< 1 年,是,1
130266,女,74,3,36141,26,41,1,否,1-2 年,是,1
284116,男,75,33,2630,26,122,1,是,1-2 年,否,0
103480,男,22,28,27373,152,240,1,是,< 1 年,否,0
338699,男,21,9,24972,152,108,1,是,< 1 年,否,0
341989,男,77,14,34211,124,125,1,是,1-2 年,否,0
61513,男,21,28,2630,160,221,1,是,< 1 年,是,0
95787,女,44,47,2630,157,125,1,否,> 2 年,是,0
123635,女,23,18,28479,152,56,1,是,< 1 年,否,0
168535,男,26,22,27834,152,197,1,否,< 1 年,否,0
202784,女,25,44,27939,152,158,1,是,< 1 年,否,0
153707,女,49,28,30911,26,272,1,否,1-2 年,是,1
28342,男,23,8,35825,152,297,1,是,< 1 年,否,0
161737,男,43,35,2630,156,143,1,否,1-2 年,是,1
351849,男,50,33,20267,124,170,1,否,1-2 年,是,1
199088,男,20,13,100227,160,11,1,否,< 1 年,是,0
283062,女,25,13,38642,152,232,1,是,< 1 年,否,0
140126,女,46,46,2630,11,174,1,否,1-2 年,否,0
286851,男,22,49,44218,152,76,1,是,< 1 年,否,0
82204,男,62,28,42737,124,172,1,否,1-2 年,是,0
243937,女,26,27,2630,152,160,1,是,< 1 年,否,0
216135,女,46,28,43559,26,292,1,是,1-2 年,否,0
99573,女,22,11,35135,124,198,1,否,< 1 年,是,0
190449,男,21,43,35495,160,45,1,否,< 1 年,否,0
49817,男,26,3,40422,160,297,1,是,< 1 年,否,0
27164,男,23,39,34150,152,218,1,是,< 1 年,否,0
362655,女,24,28,53565,124,187,1,否,< 1 年,是,0
153003,男,45,3,2630,26,259,1,否,1-2 年,是,1
